image_id,image_counter,caption
n03649909_24607,4,A man and child driving a lawn mower.
n03649909_24607,5,"It is a type of lawn mower on which the operator is seated, unlike mowers which are pushed or towed and it is very useful to Farmers."
n03649909_42614,1,Water streams out of a sprinkler near a red lawnmower and gas can.
n03649909_42614,2,A red lawnmower and gas can sit beneath a sprinkler on a green lawn.
n03649909_42614,3,A red gasoline can sits next to a red lawn mower on the grass with a sprinkler spraying in the background.
n03649909_42614,4,A red and black push lawnmower sitting beside a red gas can with a sprinkler going in the background.
n03649909_42614,5,A red lawnmower sitting next to a gas can on a grassy field.
n03665924_17703,1,A dim lightbulb that is connected to a light fixutre.
n03665924_17703,2,A small light bulb hangs from a black ceiling.
n03665924_17703,3,A lit light bulb in a dark room.
n03665924_17703,4,A yellow bulb glows dimly in a pitch black room.
n03665924_17703,5,A lightbulb that is turned on and the bulb is separating from the base.
n03665924_26158,1,The filaments of a small bulb glow dimly.
n03665924_26158,2,A clear ight bulb with a black base that has the elements lit up.
n03665924_26158,3,Filaments shine with light inside a small light bulb.
n03665924_26158,4,A light bulb that has a very complex looking filament.
n03665924_26158,5,a close look of the bulb with tungsten starts to glow
n03665924_37592,1,A light bulb illuminates a pair of hands that are holding it.
n03665924_37592,2,A lit lightbulb that is covered with a blanket.
n03665924_37592,3,A single light bulb glows brightly on a textured surface.
n03665924_37592,4,A soft glow light bulb is sitting on a pile of fabric.
n03665924_37592,5,A lightbulb that is on and lighting up a small area.
n03665924_44847,1,a dirty white lightbulb inside a light in the black darkness
n03665924_44847,2,A light bulb inside of a fixture that is turned on.
n03665924_44847,3,A light fixture that has a dying light bulb in it.
n03665924_44847,4,This light bulb is of the 60 watt variety.
n03665924_44847,5,A light bulb lights up the inside of a round cover.
n03665924_49231,1,A light bulb hanging from a chain on the ceiling.
n03665924_49231,2,A light bulb that is hanging from a white chain.
n03665924_49231,3,A lightbulb hand from a metal fixture by some links.
n03665924_49231,4,a white bulb is attached to a holder with two chains from the ceiling
n03665924_49231,5,A light bulb in a socket hangs from a metal link below a ceiling.
n03665924_52000,1,"Three light bulbs, all with different colors, are placed side-by-side."
n03665924_52000,2,A bunch of light bulbs that are painted.
n03665924_52000,3,Three painted lightbulbs of different sizes on a wooden table.
n03665924_52000,4,"2 round and 1 oblong light bulb have are painted one green, one red, one blue, and all have a large flower on them."
n03665924_52000,5,Three colorful light-bulbs are laying on a wooden table.
n03665924_55985,1,A light bulb that has a thick filament inside of it.
n03665924_55985,2,an old style light bulb that is struggling to put out light
n03665924_55985,3,A light bulb is lit up in a dim room.
n03665924_55985,4,The filament inside a light bulb is lit up in a dark room.
n03665924_55985,5,A clear light bulb that has the element lit up.
n03665924_8249,1,A basic red tinted light bulb that can fit all standard sockets.
n03665924_8249,2,A red GE Reveal Light bulb with a white background.
n03665924_8249,3,A light bulb that is pink with a red stamp on the top.
n03665924_8249,4,A pink GE Reveal light bulb is sitting upright on the metal end.
n03665924_8249,5,A pink lilght bulb with a silver base and red writing on top.
n03721384_14643,1,A woman sitting on a chair plays vibraphone and a standing woman behind plays another vibraphone.
n03721384_14643,2,A boy with an afro playing xylophone in a sandy park with people nearby
n03721384_14643,3,Children in blue shirts perform outdoors on xylophones while people mill about.
n03721384_14643,4,A young boy sits and plays a xylophone as other people mill around behind him.
n03721384_14643,5,A person wearing a blue shirt playing a xylophone at a concert.
n03721384_18162,1,A xylophone casting a shadow has brown wooden keys on it.
n03721384_18162,2,A large brown wooden xylophone on a stand.
n03721384_18162,3,A long obiect  with small rectangular shape  parts in wood or metal
n03721384_18162,4,Part of a xylophone is in view on some wheels.
n03721384_18162,5,A xylophone that has extra tubes hanging down off of it.
n03721384_22007,1,three men playing a long xylophone type instrument in a room with some people watching.
n03721384_22007,2,A group of young Hispanic men playing an instrument.
n03721384_22007,3,Three men stand and play a xylophone as people behind them watch.
n03721384_22007,4,A group of three people that are paying the xylophone.
n03721384_22007,5,Three men lined up with sticks playing a wooden musical instrument.
n03721384_28561,1,A xylophone that has wooden notes and a steel frame.
n03721384_28561,2,Dark brown keys on two levels of a xylophone.
n03721384_28561,3,Piece of wood are lined up next to each other.
n03721384_28561,4,Larger instrument with silver metallic frame with dark wood rectangular pieces that resemble long piano keys.
n03721384_28561,5,Dark wooden slats lined up in a row to make a musical instrument.
n03721384_3497,1,A padded stick is striking a key on a xylophone.
n03721384_3497,2,A person with sticks beating on a wooden musical instrument.
n03721384_3497,3,A man's hand is visible next to a stick hitting a xylophone.
n03721384_3497,4,A hand holds a stick and plays a xylophone with it.
n03721384_3497,5,A person that is playing a wooden xylophone with two white mallets.
n03721384_36929,1,Music group performers playing their musical instrument in an event.
n03721384_36929,2,Several men in brown vests hold sticks and play xylophones.
n03721384_36929,3,some peoples are standing  and doing something  with wooden instrument
n03721384_36929,4,A bunch of men in uniform are staring ahead.
n03721384_36929,5,A group of men with sticks in their hands playing a wooden musical instrument.
n03721384_5136,1,A black and white image of an elderly man in a large hat playing a xylophone.
n03721384_5136,2,An old man with a hat using sticks to bang on a musical instrument.
n03721384_5136,3,An older man looks over his glasses as he plays a xylophone.
n03721384_5136,4,An elderly man wearing a sunhat and sunglasses plays a xylophone.
n03721384_5136,5,A man plays the xylophone while wearing a large hat and a smiling looks on from behind.
n03721384_6760,1,wooden xylophone tiles lined up with a light shining on them
n03721384_6760,2,The keys of a xylophone are rich chocolate brown.
n03721384_6760,3,A xylophone with dark wooden notes and a lighter wooden frame.
n03721384_6760,4,A row of wooden slats with some missing sits next to another row of wooden slats.
n03721384_6760,5,Rows of wood bars whose color is brown.
n03743279_11113,1,Man wearing military dress uniform sits at small table with bullhorn on top.
n03743279_11113,2,A man sitting at a table with a megaphone on it.
n03743279_11113,3,A man in a military uniform sits at a small table with a megaphone on it.
n03743279_11113,4,Captain officer sitting in chair in open ground & backside area is full of water.
n03743279_11113,5,An Asian man in a military uniform sitting at a small table with a bullhorn on it.
n03743279_12095,1,A large metal speaker on a pole with wires coming from it.
n03743279_12095,2,A megaphone attached to a pole against a blue sky dotted with clouds.
n03743279_12095,3,A large PA megaphone attached to a pole with a wire leading to it with a partially cloudy sky in the background.
n03743279_12095,4,A large bullhorn sits atop a pole underneath a cloudy sky.
n03743279_12095,5,A large metal speaker that is attached to a metal pole
n03743279_13788,1,A man holds a megaphone to his mouth as others stand near holding signs.
n03743279_13788,2,A man holds a bullhorn in one hand while he blows on a harmonica standing in a crowd of protestors.
n03743279_13788,3,A man with a megaphone is yelling at a crowd.
n03743279_13788,4,An angry man is hollering into a microphone he's holding so his voice would come out of a megaphone.
n03743279_13788,5,A man that is yelling through a bullhorn at a crowd.
n03743279_15645,1,A woman in a red coat talking into a blue and gray megaphone.
n03743279_15645,2,A woman in a red sweatshirt holds a megaphone up to her mouth as others look on.
n03743279_15645,3,A person with a red hoodie holding a megaphone near a crowd of people.
n03743279_15645,4,A woman that is talking into a megaphone at a rally.
